0,0,0,1,,,,,,,
-0.4748,0.3357,-0.8136,0.465993,-3,,,,,,
0.3916,0.9084,0.1463,0.155176,,,,,,,
0.7882,-0.2491,-0.5628,0.498412,,,,,,,
0,0,0,1,,,,,,,
-0.9776,0.1366,-0.1604,1.117783,-3,,,,,,
0.0459,0.8811,0.4707,0.873348,,,,,,,
0.2056,0.4528,-0.8676,-0.248953,,,,,,,
0,0,0,1,,,,,,,
0.749,-0.2685,-0.6057,0.521537,-3,,,,,,
0.6125,-0.0678,0.7876,0.436181,,,,,,,
-0.2525,-0.9609,0.1137,0.813956,,,,,,,
0,0,0,1,,,,,,,
-0.9756,-0.1903,-0.1095,0.502063,-3,,,,,,
-0.2136,0.7077,0.6735,0.756392,,,,,,,
-0.0507,0.6804,-0.7311,0.264006,,,,,,,
0,0,0,1,,,,,,,
0.6018,-0.7667,-0.2236,0.775995,-3,,,,,,
-0.4281,-0.546,0.7201,0.565136,,,,,,,
-0.6742,-0.3377,-0.6569,0.543058,,,,,,,
0,0,0,1,,,,,,,
0.3438,0.8666,-0.3617,0.397155,-3,,,,,,
0.2639,0.2805,0.9229,0.428042,,,,,,,
0.9012,-0.4128,-0.1323,0.942732,,,,,,,
0,0,0,1,,,,,,,
0.4411,-0.8053,0.3961,1.20206,-3,,,,,,
-0.5848,0.0768,0.8075,0.435307,,,,,,,
-0.6807,-0.5878,-0.4371,0.663689,,,,,,,
0,0,0,1,,,,,,,
0.0932,-0.0333,-0.9951,0.143751,-3,,,,,,
-0.8703,0.4828,-0.0977,0.067434,,,,,,,
0.4836,0.8751,0.016,1.062945,,,,,,,
0,0,0,1,,,,,,,
0.994,-0.0524,-0.0959,0.43829,-3,,,,,,
-0.0309,-0.9765,0.2131,0.151578,,,,,,,
-0.1049,-0.2088,-0.9723,0.116824,,,,,,,
0,0,0,1,,,,,,,
-0.0507,-0.9819,-0.1825,0.694287,-3,,,,,,
0.2343,-0.1894,0.9535,0.60938,,,,,,,
-0.9708,0.0056,0.2396,1.019845,,,,,,,
0,0,0,1,,,,,,,
0.9693,0.191,-0.1546,0.492043,-3,,,,,,
0.2361,-0.8984,0.3703,0.146341,,,,,,,
-0.0682,-0.3954,-0.916,-0.300218,,,,,,,
0,0,0,1,,,,,,,
0.2599,-0.5754,-0.7755,0.362332,-3,,,,,,
0.2591,-0.7321,0.63,0.553021,,,,,,,
-0.9302,-0.3647,-0.0411,0.699975,,,,,,,
0,0,0,1,,,,,,,
0.3655,-0.527,-0.7673,0.385262,-3,,,,,,
-0.829,-0.5592,-0.0109,0.257057,,,,,,,
-0.4233,0.64,-0.6412,0.54059,,,,,,,
0,0,0,1,,,,,,,
0.5567,0.7924,0.2495,1.470532,-3,,,,,,
0.7933,-0.4178,-0.4428,0.020582,,,,,,,
-0.2466,0.4445,-0.8612,-0.291485,,,,,,,
0,0,0,1,,,,,,,
0.8559,-0.4594,0.2375,0.963137,-3,,,,,,
-0.327,-0.1249,0.9367,0.724016,,,,,,,
-0.4007,-0.8794,-0.2571,0.823489,,,,,,,
0,0,0,1,,,,,,,
-0.435,0.7306,-0.5263,0.865514,-3,,,,,,
0.6623,0.6556,0.3627,0.613958,,,,,,,
0.61,-0.1908,-0.7691,-0.008309,,,,,,,
0,0,0,1,,,,,,,
-0.2785,0.5505,-0.787,0.143609,-3,,,,,,
-0.3936,0.682,0.6163,0.248904,,,,,,,
0.8761,0.4815,0.0267,1.030067,,,,,,,
0,0,0,1,,,,,,,
-0.7362,-0.5798,-0.349,0.706969,-3,,,,,,
-0.5776,0.2695,0.7706,0.747308,,,,,,,
-0.3527,0.7689,-0.5333,0.453453,,,,,,,
0,0,0,1,,,,,,,
-0.1341,-0.9846,0.1119,0.678795,-3,,,,,,
-0.7544,0.1746,0.6328,0.594197,,,,,,,
-0.6426,0.0005,-0.7662,0.150359,,,,,,,
0,0,0,1,,,,,,,
0.0939,0.6732,0.7334,1.397439,-3,,,,,,
0.5123,-0.6643,0.5443,0.737439,,,,,,,
0.8537,0.3246,-0.4073,0.308263,,,,,,,
0,0,0,1,,,,,,,
0.601,-0.7977,-0.0495,0.958028,-3,,,,,,
-0.7962,-0.6029,0.0507,0.555623,,,,,,,
-0.0703,0.0089,-0.9975,-0.369517,,,,,,,
0,0,0,1,,,,,,,
-0.5067,0.1976,-0.8392,0.57762,-3,,,,,,
-0.8588,-0.0299,0.5115,0.386152,,,,,,,
0.076,0.9798,0.1849,1.115623,,,,,,,
0,0,0,1,,,,,,,
0.6127,-0.1879,-0.7677,0.206182,-3,,,,,,
0.1799,0.979,-0.0961,0.066353,,,,,,,
0.7696,-0.0793,0.6336,1.356416,,,,,,,
0,0,0,1,,,,,,,
-0.0434,0.6716,-0.7396,-0.109408,-3,,,,,,
0.5654,0.6268,0.5361,0.561896,,,,,,,
0.8236,-0.395,-0.4069,0.200816,,,,,,,
0,0,0,1,,,,,,,
0.4343,0.898,0.0702,1.353052,-3,,,,,,
0.655,-0.3684,0.6597,0.739968,,,,,,,
0.6183,-0.2405,-0.7482,0.471039,,,,,,,
0,0,0,1,,,,,,,
0.3338,-0.6556,-0.6774,0.446042,-3,,,,,,
0.9296,0.1098,0.3517,0.910345,,,,,,,
-0.1562,-0.7471,0.6461,0.959496,,,,,,,
0,0,0,1,,,,,,,
-0.7254,-0.4575,-0.5142,0.827787,-3,,,,,,
-0.5233,-0.1187,0.8438,0.563131,,,,,,,
-0.4471,0.8812,-0.1533,0.957773,,,,,,,
0,0,0,1,,,,,,,
0.6735,0.0752,0.7354,1.293535,-3,,,,,,
-0.6633,-0.3777,0.646,0.497549,,,,,,,
0.3263,-0.9229,-0.2045,0.742805,,,,,,,
0,0,0,1,,,,,,,
-0.8852,-0.4624,0.0517,0.810546,-3,,,,,,
-0.4355,0.7844,-0.4416,-0.055915,,,,,,,
0.1636,-0.4134,-0.8957,0.191721,,,,,,,
0,0,0,1,,,,,,,
0.4453,-0.7527,0.4849,1.561752,-3,,,,,,
-0.7864,-0.5877,-0.1903,0.099994,,,,,,,
0.4282,-0.2966,-0.8536,0.174285,,,,,,,
0,0,0,1,,,,,,,
0.4829,-0.6756,-0.5571,0.195895,-3,,,,,,
-0.8566,-0.4963,-0.1407,0.407548,,,,,,,
-0.1814,0.5452,-0.8184,-0.276099,,,,,,,
0,0,0,1,,,,,,,
-0.7703,0.6353,0.0546,0.417022,-3,,,,,,
-0.0424,-0.1365,0.9897,1.018718,,,,,,,
0.6363,0.7601,0.1321,0.662734,,,,,,,
0,0,0,1,,,,,,,
0.8622,0.2768,-0.4242,0.735624,-3,,,,,,
0.4691,-0.1204,0.8749,0.779694,,,,,,,
0.1911,-0.9533,-0.2337,0.812872,,,,,,,
0,0,0,1,,,,,,,
0.3824,0.8191,0.4276,1.056891,-3,,,,,,
-0.3934,-0.2744,0.8775,0.503846,,,,,,,
0.8361,-0.5037,0.2173,1.144859,,,,,,,
0,0,0,1,,,,,,,
-0.1339,-0.8235,0.5513,0.93339,-3,,,,,,
-0.5028,0.5358,0.6783,0.814195,,,,,,,
-0.8539,-0.1864,-0.4858,0.300151,,,,,,,
0,0,0,1,,,,,,,
-0.7665,-0.1708,-0.6191,0.6405,-3,,,,,,
-0.6222,-0.0414,0.7818,0.714515,,,,,,,
-0.1591,0.9844,-0.0746,0.835628,,,,,,,
0,0,0,1,,,,,,,
0.3257,-0.9448,-0.0356,0.308285,-3,,,,,,
-0.4839,-0.1989,0.8522,0.493644,,,,,,,
-0.8123,-0.2603,-0.5219,0.241927,,,,,,,
0,0,0,1,,,,,,,
0.8188,-0.3255,-0.4728,0.886516,-3,,,,,,
0.1316,-0.6953,0.7066,0.631891,,,,,,,
-0.5587,-0.6408,-0.5265,0.566263,,,,,,,
0,0,0,1,,,,,,,
0.1517,0.7067,-0.6911,0.508818,-3,,,,,,
-0.2533,0.7036,0.6639,0.955443,,,,,,,
0.9554,0.0743,0.2857,0.988051,,,,,,,
0,0,0,1,,,,,,,
0.0971,0.9929,-0.0681,0.540234,-3,,,,,,
-0.6686,0.0144,-0.7434,-0.413919,,,,,,,
-0.7372,0.1177,0.6653,1.400603,,,,,,,
0,0,0,1,,,,,,,
0.0769,-0.6433,0.7618,1.607447,-3,,,,,,
-0.7489,-0.5416,-0.3818,0.253487,,,,,,,
0.6582,-0.5411,-0.5234,-0.218691,,,,,,,
0,0,0,1,,,,,,,
-0.3366,-0.7661,-0.5475,0.24104,-3,,,,,,
-0.9391,0.23,0.2555,0.690832,,,,,,,
-0.0698,0.6001,-0.7969,0.189963,,,,,,,
0,0,0,1,,,,,,,
0.1158,0.9909,0.0689,0.716532,-3,,,,,,
0.9246,-0.1329,0.3571,0.437507,,,,,,,
0.363,0.0223,-0.9315,-0.225144,,,,,,,
0,0,0,1,,,,,,,
-0.8803,0.4672,-0.0829,1.420713,-3,,,,,,
0.464,0.8841,0.0551,0.548501,,,,,,,
0.099,0.0101,-0.995,-0.247178,,,,,,,
0,0,0,1,,,,,,,
-0.4166,0.8577,0.3014,0.625134,-3,,,,,,
0.9028,0.4291,0.0269,0.110763,,,,,,,
-0.1063,0.2833,-0.9531,-0.122058,,,,,,,
0,0,0,1,,,,,,,
0.5393,0.8358,0.1029,1.167155,-3,,,,,,
0.6202,-0.4768,0.6229,0.518995,,,,,,,
0.5697,-0.2721,-0.7755,0.352563,,,,,,,
0,0,0,1,,,,,,,
-0.986,-0.1168,-0.1186,0.93158,-3,,,,,,
-0.1664,0.6735,0.7202,0.47929,,,,,,,
-0.0042,0.7299,-0.6836,0.401767,,,,,,,
0,0,0,1,,,,,,,
-0.4752,-0.6172,-0.6271,0.172634,-3,,,,,,
-0.8482,0.1315,0.5132,0.616701,,,,,,,
-0.2342,0.7757,-0.586,-0.037942,,,,,,,
0,0,0,1,,,,,,,
0.8644,-0.4857,-0.1301,0.396615,1,-0.531373,-1.04174,1.22173,1.13446,-0.132995,0.118248
0.1875,0.0714,0.9797,0.672074,,,,,,,
-0.4666,-0.8712,0.1528,1.043032,,,,,,,
0,0,0,1,,,,,,,
0.989,-0.1264,-0.0763,0.886553,-3,,,,,,
0.129,0.4879,0.8633,0.378867,,,,,,,
-0.0719,-0.8637,0.4989,1.273932,,,,,,,
0,0,0,1,,,,,,,
-0.7639,-0.5534,-0.332,0.610841,-3,,,,,,
-0.1245,-0.3783,0.9173,1.215903,,,,,,,
-0.6332,0.7421,0.2201,0.582324,,,,,,,
0,0,0,1,,,,,,,
-0.8804,-0.4037,-0.2488,0.388426,-3,,,,,,
0.2644,-0.8534,0.4491,0.754562,,,,,,,
-0.3937,0.3296,0.8581,1.122244,,,,,,,
0,0,0,1,,,,,,,
0.7466,0.1253,-0.6534,0.354294,-3,,,,,,
0.2498,-0.9631,0.1007,0.313603,,,,,,,
-0.6166,-0.2384,-0.7503,0.322974,,,,,,,
0,0,0,1,,,,,,,
0.8343,0.3256,-0.4448,0.212019,-3,,,,,,
0.4219,0.1421,0.8954,0.395802,,,,,,,
0.3548,-0.9348,-0.0188,0.799064,,,,,,,
0,0,0,1,,,,,,,
-0.6813,0.668,-0.2992,0.539058,-3,,,,,,
0.2068,0.5678,0.7968,0.530614,,,,,,,
0.7022,0.481,-0.525,0.569832,,,,,,,
0,0,0,1,,,,,,,
-0.6271,0.7606,0.168,0.511576,-3,,,,,,
0.5431,0.2723,0.7942,0.578261,,,,,,,
0.5584,0.5893,-0.5839,-0.002661,,,,,,,
0,0,0,1,,,,,,,
0.4544,-0.8068,-0.3777,0.749733,-3,,,,,,
0.1034,-0.3734,0.9219,0.38236,,,,,,,
-0.8848,-0.458,-0.0862,0.929182,,,,,,,
0,0,0,1,,,,,,,
0.8352,0.2899,-0.4673,0.756959,-3,,,,,,
0.2912,-0.954,-0.0713,0.4186,,,,,,,
-0.4664,-0.0765,-0.8812,-0.195421,,,,,,,
0,0,0,1,,,,,,,
-0.4866,0.789,-0.3752,0.981271,-3,,,,,,
0.6029,0.6141,0.5094,0.575662,,,,,,,
0.6323,0.0216,-0.7744,0.172686,,,,,,,
0,0,0,1,,,,,,,
-0.7436,0.633,0.2155,0.99611,-3,,,,,,
0.6604,0.7457,0.0885,0.520263,,,,,,,
-0.1046,0.2082,-0.9725,-0.322007,,,,,,,
0,0,0,1,,,,,,,
0.5944,-0.7847,0.1757,1.556253,-3,,,,,,
-0.6791,-0.3729,0.6322,0.340183,,,,,,,
-0.4306,-0.4952,-0.7546,-0.019521,,,,,,,
0,0,0,1,,,,,,,
-0.1837,-0.039,-0.9822,0.115376,-3,,,,,,
-0.9829,-0.0091,0.1841,0.123401,,,,,,,
-0.0161,0.9992,-0.0367,1.007759,,,,,,,
0,0,0,1,,,,,,,
-0.2155,0.5266,-0.8224,0.17569,-3,,,,,,
-0.0311,0.838,0.5448,0.219382,,,,,,,
0.976,0.143,-0.1642,0.935461,,,,,,,
0,0,0,1,,,,,,,
0.1927,0.6665,-0.7202,1.112601,-3,,,,,,
0.7834,0.3375,0.5219,0.262055,,,,,,,
0.5909,-0.6648,-0.4571,-0.15589,,,,,,,
0,0,0,1,,,,,,,
0.6611,-0.1115,0.7419,1.506956,-3,,,,,,
0.3166,-0.855,-0.4107,0.185837,,,,,,,
0.6802,0.5064,-0.53,0.20744,,,,,,,
0,0,0,1,,,,,,,
-0.2469,0.5013,-0.8293,0.410843,-3,,,,,,
0.169,0.8649,0.4726,0.779435,,,,,,,
0.9542,-0.0234,-0.2983,0.506916,,,,,,,
0,0,0,1,,,,,,,
-0.8738,-0.3564,-0.3308,0.432346,-3,,,,,,
-0.0605,-0.5953,0.8012,0.439393,,,,,,,
-0.4825,0.7201,0.4986,1.331374,,,,,,,
0,0,0,1,,,,,,,
0.1092,-0.4464,0.8882,1.159859,-3,,,,,,
-0.8427,-0.5155,-0.1555,0.280946,,,,,,,
0.5272,-0.7315,-0.4324,-0.037413,,,,,,,
0,0,0,1,,,,,,,
0.9973,-0.0093,0.0732,0.931712,-3,,,,,,
-0.0702,-0.4265,0.9017,0.603561,,,,,,,
0.0229,-0.9044,-0.426,0.53644,,,,,,,
0,0,0,1,,,,,,,
0.5185,-0.1691,-0.8382,0.637836,1,-1.11349,-0.589449,0.505833,0.882768,-0.680678,1.06904
0.7615,-0.3546,0.5426,0.267805,,,,,,,
-0.3889,-0.9196,-0.0551,1.029822,,,,,,,
0,0,0,1,,,,,,,
0.8389,0.4555,-0.2978,0.773858,-3,,,,,,
0.119,0.3805,0.9171,0.538575,,,,,,,
0.5311,-0.8048,0.265,1.185862,,,,,,,
0,0,0,1,,,,,,,
-0.7684,0.6297,0.1145,1.522413,-3,,,,,,
0.6243,0.6981,0.3505,0.318043,,,,,,,
0.1408,0.3408,-0.9295,-0.05951,,,,,,,
0,0,0,1,,,,,,,
-0.8438,-0.2972,-0.4469,0.660706,-3,,,,,,
-0.5339,0.5506,0.6418,0.613629,,,,,,,
0.0553,0.7801,-0.6232,0.356209,,,,,,,
0,0,0,1,,,,,,,
0.8892,0.16,-0.4286,0.678663,1,-0.811282,-0.717513,0.789039,0.821077,0.121194,0.94153
0.2947,0.5162,0.8042,0.530692,,,,,,,
0.35,-0.8414,0.4119,1.12951,,,,,,,
0,0,0,1,,,,,,,
0.876,-0.1665,-0.4526,1.141604,-3,,,,,,
-0.3419,-0.8764,-0.3393,0.360207,,,,,,,
-0.3401,0.4519,-0.8247,-0.287895,,,,,,,
0,0,0,1,,,,,,,
0.3362,0.7847,-0.5208,0.455075,-3,,,,,,
0.8138,0.0363,0.58,0.514576,,,,,,,
0.4741,-0.6188,-0.6263,0.496547,,,,,,,
0,0,0,1,,,,,,,
-0.814,0.2077,-0.5424,0.855948,-3,,,,,,
-0.4219,0.4306,0.7979,0.90193,,,,,,,
0.3993,0.8783,-0.2629,0.72257,,,,,,,
0,0,0,1,,,,,,,
-0.4451,0.866,-0.228,0.366259,-3,,,,,,
0.8837,0.3835,-0.2685,0.266088,,,,,,,
-0.1451,-0.3209,-0.9359,-0.35928,,,,,,,
0,0,0,1,,,,,,,
0.7619,0.4893,-0.4244,0.803222,1,-1.06459,-0.941128,1.22173,0.778228,0.103951,1.70475
0.3265,0.2757,0.9041,0.387446,,,,,,,
0.5594,-0.8274,0.0503,1.087542,,,,,,,
0,0,0,1,,,,,,,
0.3896,0.0325,-0.9204,-0.073698,1,0.0939108,0.512786,-0.173132,-0.205068,-0.195034,1.10721
0.1545,0.9829,0.1001,0.204136,,,,,,,
0.9079,-0.1812,0.3779,1.036107,,,,,,,
0,0,0,1,,,,,,,
-0.8398,-0.3851,-0.3826,0.765311,-3,,,,,,
-0.376,0.921,-0.1017,-0.033619,,,,,,,
0.3916,0.0585,-0.9183,0.301391,,,,,,,
0,0,0,1,,,,,,,
0.6526,-0.0258,0.7572,1.189678,-3,,,,,,
0.141,-0.9778,-0.1548,0.504402,,,,,,,
0.7444,0.2079,-0.6345,-0.040622,,,,,,,
0,0,0,1,,,,,,,
-0.1085,-0.8087,-0.5781,0.294927,-3,,,,,,
-0.7638,0.44,-0.4723,-0.115196,,,,,,,
0.6363,0.3903,-0.6654,0.196318,,,,,,,
0,0,0,1,,,,,,,
-0.7364,-0.6756,-0.0343,0.518896,-3,,,,,,
-0.0348,-0.0128,0.9993,0.626884,,,,,,,
-0.6756,0.7371,-0.014,0.969099,,,,,,,
0,0,0,1,,,,,,,
0.4292,-0.082,-0.8995,-0.167071,1,0.47423,0.443743,-0.698132,-0.610865,1.11119,0.879775
-0.8995,-0.1285,-0.4175,0.017472,,,,,,,
-0.0814,0.9883,-0.129,0.604548,,,,,,,
0,0,0,1,,,,,,,
0.7394,-0.4767,-0.4755,0.705655,-3,,,,,,
-0.3715,-0.8778,0.3024,0.348432,,,,,,,
-0.5615,-0.0469,-0.8261,0.433475,,,,,,,
0,0,0,1,,,,,,,
-0.6344,0.3886,0.6682,1.043739,-3,,,,,,
0.6613,0.7205,0.2088,0.63552,,,,,,,
-0.4003,0.5744,-0.7141,-0.232426,,,,,,,
0,0,0,1,,,,,,,
-0.6541,0.7053,0.2732,0.445672,-3,,,,,,
0.36,-0.0274,0.9325,0.853964,,,,,,,
0.6652,0.7084,-0.236,0.502938,,,,,,,
0,0,0,1,,,,,,,
-0.113,-0.935,0.3361,0.736764,-3,,,,,,
-0.3951,0.3526,0.8483,0.601818,,,,,,,
-0.9117,-0.037,-0.4093,0.255651,,,,,,,
0,0,0,1,,,,,,,
0.0004,-0.7225,0.6914,1.326406,-3,,,,,,
-0.2784,0.664,0.694,0.655151,,,,,,,
-0.9605,-0.1927,-0.2009,0.71217,,,,,,,
0,0,0,1,,,,,,,
-0.9593,0.0868,-0.2687,1.097499,-3,,,,,,
0.084,0.9962,0.022,0.311067,,,,,,,
0.2696,-0.0015,-0.963,0.074718,,,,,,,
0,0,0,1,,,,,,,
0.4179,-0.8019,-0.427,0.569855,-3,,,,,,
-0.7378,-0.5738,0.3556,0.700756,,,,,,,
-0.5302,0.1665,-0.8314,0.329556,,,,,,,
0,0,0,1,,,,,,,
0.8167,-0.5715,0.08,0.615077,-3,,,,,,
-0.5758,-0.8162,0.0471,0.44736,,,,,,,
0.0383,-0.0845,-0.9957,-0.179473,,,,,,,
0,0,0,1,,,,,,,
-0.998,-0.0595,-0.0212,0.861637,-3,,,,,,
-0.0563,0.6859,0.7255,0.870934,,,,,,,
-0.0286,0.7252,-0.6879,0.051919,,,,,,,
0,0,0,1,,,,,,,
0.111,-0.7971,0.5936,1.54073,-3,,,,,,
-0.9088,-0.3232,-0.264,0.245859,,,,,,,
0.4022,-0.5101,-0.7603,0.240944,,,,,,,
0,0,0,1,,,,,,,
0.889,0.4386,0.1312,0.993299,-3,,,,,,
-0.1356,-0.0215,0.9905,0.566925,,,,,,,
0.4373,-0.8984,0.0404,1.070942,,,,,,,
0,0,0,1,,,,,,,
0.7631,0.6355,0.1177,0.957141,-3,,,,,,
0.3082,-0.5179,0.798,0.622946,,,,,,,
0.5681,-0.5727,-0.591,0.394994,,,,,,,
0,0,0,1,,,,,,,
-0.545,-0.6355,-0.5469,-0.007372,-3,,,,,,
-0.7929,0.6027,0.0897,0.333977,,,,,,,
0.2726,0.4825,-0.8324,-0.031151,,,,,,,
0,0,0,1,,,,,,,
0.7605,0.6192,0.1956,0.835445,-3,,,,,,
-0.3439,0.1284,0.9302,1.221709,,,,,,,
0.5508,-0.7747,0.3106,0.623125,,,,,,,
0,0,0,1,,,,,,,
0.0251,-0.3802,-0.9245,-0.060262,-3,,,,,,
0.9847,0.169,-0.0428,0.044797,,,,,,,
0.1725,-0.9093,0.3787,1.062387,,,,,,,
0,0,0,1,,,,,,,
0.4948,-0.2665,-0.8271,0.485478,1,-0.815916,-0.299989,1.04373,-0.419823,-0.175299,0.995315
0.801,0.5091,0.3152,0.421192,,,,,,,
0.3371,-0.8184,0.4654,1.201391,,,,,,,
0,0,0,1,,,,,,,
0.8081,-0.3314,0.4871,0.915415,-3,,,,,,
-0.5601,-0.6885,0.4608,0.544549,,,,,,,
0.1826,-0.6452,-0.7419,-0.206259,,,,,,,
0,0,0,1,,,,,,,
-0.842,0.0076,0.5394,0.87343,-3,,,,,,
-0.1269,0.9691,-0.2117,0.067621,,,,,,,
-0.5243,-0.2467,-0.815,-0.206757,,,,,,,
0,0,0,1,,,,,,,
-0.359,0.8636,0.354,1.293874,-3,,,,,,
0.7193,0.4977,-0.4848,-0.087751,,,,,,,
-0.5948,0.0806,-0.7998,0.319508,,,,,,,
0,0,0,1,,,,,,,
-0.0642,0.9953,-0.0724,0.781421,-3,,,,,,
0.6944,-0.0075,-0.7195,0.181282,,,,,,,
-0.7167,-0.0964,-0.6907,-0.179912,,,,,,,
0,0,0,1,,,,,,,
0.0456,-0.9569,-0.2869,0.609292,-3,,,,,,
-0.9425,-0.1364,0.3052,0.556048,,,,,,,
-0.3311,0.2565,-0.9081,-0.054819,,,,,,,
0,0,0,1,,,,,,,
0.7517,0.6587,0.032,1.07455,-3,,,,,,
0.4249,-0.5209,0.7403,0.459275,,,,,,,
0.5043,-0.5429,-0.6715,0.47471,,,,,,,
0,0,0,1,,,,,,,
0.2641,-0.5394,-0.7995,0.468761,-3,,,,,,
0.4263,-0.6783,0.5984,0.361953,,,,,,,
-0.8652,-0.4989,0.0509,0.894988,,,,,,,
0,0,0,1,,,,,,,
-0.0601,0.2973,-0.9529,0.483959,-3,,,,,,
-0.8749,-0.4752,-0.0931,0.056488,,,,,,,
-0.4805,0.8281,0.2887,0.955006,,,,,,,
0,0,0,1,,,,,,,
-0.8724,-0.488,0.0285,0.832845,-3,,,,,,
-0.4793,0.8425,-0.2458,0.467946,,,,,,,
0.0959,-0.2281,-0.9689,-0.008763,,,,,,,
0,0,0,1,,,,,,,
-0.9132,0.3674,-0.1763,0.310713,-3,,,,,,
0.0568,0.5432,0.8377,0.553248,,,,,,,
0.4036,0.755,-0.5169,0.283557,,,,,,,
0,0,0,1,,,,,,,
0.6041,0.7439,-0.2859,0.993548,-3,,,,,,
0.505,-0.0797,0.8595,0.634667,,,,,,,
0.6165,-0.6636,-0.4238,0.763312,,,,,,,
0,0,0,1,,,,,,,
0.8964,0.2941,-0.3315,0.119377,1,-0.642445,-1.5707,-0.678339,-0.462873,-0.680678,-0.66437
0.1808,-0.9256,-0.3324,-0.097627,,,,,,,
-0.4046,0.238,-0.883,0.020837,,,,,,,
0,0,0,1,,,,,,,
-0.0607,0.6436,-0.763,0.270696,-3,,,,,,
0.9772,0.1943,0.0862,0.471974,,,,,,,
0.2037,-0.7403,-0.6407,0.014285,,,,,,,
0,0,0,1,,,,,,,
-0.1334,-0.8725,-0.4701,1.147275,-3,,,,,,
-0.9348,-0.0469,0.3522,0.36125,,,,,,,
-0.3293,0.4864,-0.8093,-0.057316,,,,,,,
0,0,0,1,,,,,,,
-0.0535,-0.5327,0.8446,1.512874,-3,,,,,,
-0.9707,-0.1707,-0.1692,0.603582,,,,,,,
0.2343,-0.8289,-0.508,-0.048119,,,,,,,
0,0,0,1,,,,,,,
0.6027,-0.3666,0.7087,1.483546,-3,,,,,,
