57,0.6999, ,-0.4597, ,-0.5466, ,0.595344,-0.929824,-0.825868,0.953761,1.13446,-0.605212,0.517533,
 ,0.0874, ,-0.8441, ,-0.529, ,-0.024847,
 ,-0.1339, ,0.5163, ,-0.8459, ,0.05369,
 ,0, ,0, ,0, ,1,
769,0.6919, ,-0.4172, ,-0.5892, ,0.621571,-1.00465,-1.22552,1.22173,1.13446,-0.606526,0.582933,
 ,0.4858, ,-0.3347, ,0.8075, ,0.323464,
 ,-0.5341, ,-0.8449, ,-0.0289, ,0.810964,
 ,0, ,0, ,0, ,1,
981,0.2722, ,0.1263, ,-0.9539, ,-0.095234,0.437317,0.0277159,-0.698132,0.94714,-0.609577,1.20786,
 ,0.1702, ,0.9694, ,0.1769, ,0.455272,
 ,0.9471, ,-0.2105, ,0.2424, ,0.818469,
 ,0, ,0, ,0, ,1,
1001,0.0431, ,0.2294, ,-0.9724, ,0.325225,-0.510737,0.102037,-0.39483,0.389289,-0.346731,1.64134,
 ,0.726, ,0.6614, ,0.1882, ,0.332785,
 ,0.6863, ,-0.7141, ,-0.1381, ,0.771006,
 ,0, ,0, ,0, ,1,
1033,0.8066, ,0.0375, ,-0.5899, ,0.66268,-1.18573,-0.519053,1.22173,0.125504,0.189928,1.29415,
 ,0.5241, ,0.4161, ,0.7431, ,0.308303,
 ,0.2733, ,-0.9085, ,0.316, ,1.28739,
 ,0, ,0, ,0, ,1,
1077,0.9841, ,0.1348, ,-0.1157, ,0.419973,-0.968582,-1.54272,-0.247609,-0.37505,-0.680678,-0.855124,
 ,0.0346, ,-0.7843, ,-0.6194, ,0.094904,
 ,-0.1742, ,0.6056, ,-0.7765, ,-0.273554,
 ,0, ,0, ,0, ,1,
1085,0.1217, ,-0.7102, ,-0.6934, ,0.018584,-0.645361,-1.5708,-0.698132,-0.305583,1.04378,-0.371753,
 ,-0.9067, ,0.2047, ,-0.3688, ,0.177597,
 ,0.4039, ,0.6736, ,-0.619, ,0.084552,
 ,0, ,0, ,0, ,1,
1169,0.6934, ,-0.2611, ,-0.6716, ,0.726905,-0.960863,-0.76095,1.03788,0.73505,-0.592637,0.804908,
 ,0.666, ,-0.1234, ,0.7357, ,0.348913,
 ,-0.2749, ,-0.9574, ,0.0883, ,1.12737,
 ,0, ,0, ,0, ,1,
1257,0.4462, ,0.5308, ,-0.7205, ,0.387255,-0.402618,-1.27699,0.961325,1.13446,-0.680678,1.41769,
 ,0.8006, ,0.1231, ,0.5864, ,0.819837,
 ,0.4, ,-0.8385, ,-0.37, ,0.608138,
 ,0, ,0, ,0, ,1,
1437,0.5147, ,0.6641, ,-0.5423, ,0.294794,-0.348083,-0.92,0.975596,0.851647,0.0767738,1.30928,
 ,0.0489, ,0.6087, ,0.7919, ,0.862532,
 ,0.856, ,-0.4341, ,0.2809, ,0.981654,
 ,0, ,0, ,0, ,1,
1613,0.7492, ,-0.1014, ,-0.6546, ,0.170943,-0.0877456,-0.391468,0.400457,0.567182,-0.475264,0.525246,
 ,0.5292, ,0.686, ,0.4994, ,0.698814,
 ,0.3984, ,-0.7205, ,0.5676, ,1.05941,
 ,0, ,0, ,0, ,1,
1977,0.7049, ,-0.2372, ,-0.6685, ,0.636953,-0.894757,-0.782737,0.681066,1.1249,-0.520225,0.755956,
 ,0.6662, ,-0.1023, ,0.7388, ,0.389919,
 ,-0.2436, ,-0.9661, ,0.0859, ,0.996831,
 ,0, ,0, ,0, ,1,
2157,-0.0406, ,-0.1219, ,-0.9917, ,0.346984,-0.802521,0.206886,-0.176637,-0.119129,-0.626374,1.55802,
 ,0.9796, ,0.1906, ,-0.0635, ,0.143497,
 ,0.1968, ,-0.9741, ,0.1117, ,0.955789,
 ,0, ,0, ,0, ,1,
2389,0.0341, ,0.7916, ,-0.6101, ,0.300515,-0.355954,-1.4213,1.20669,1.13085,0.465977,1.72258,
 ,-0.3033, ,0.5899, ,0.7484, ,1.03842,
 ,0.9523, ,0.1596, ,0.2602, ,0.704087,
 ,0, ,0, ,0, ,1,
2477,0.642, ,0.1303, ,-0.7555, ,0.493974,-0.776002,-0.295351,-0.0304706,1.08291,-0.495091,1.11035,
 ,0.7268, ,0.2102, ,0.6539, ,0.299228,
 ,0.244, ,-0.9689, ,0.0403, ,0.97225,
 ,0, ,0, ,0, ,1,
2493,0.6551, ,0.4682, ,-0.5929, ,0.307035,-0.788836,-0.260953,0.77658,0.280513,0.795901,1.38472,
 ,-0.1562, ,0.8518, ,0.5, ,0.497914,
 ,0.7392, ,-0.235, ,0.6312, ,1.32318,
 ,0, ,0, ,0, ,1,
2557,0.0343, ,-0.8953, ,-0.4441, ,0.192102,-0.270496,-0.671847,1.22173,1.13446,-0.680678,-1.13637,
 ,0.613, ,-0.3321, ,0.7169, ,0.510008,
 ,-0.7893, ,-0.2968, ,0.5374, ,1.13304,
 ,0, ,0, ,0, ,1,
2877,0.4508, ,0.5769, ,-0.6812, ,0.461978,-0.520574,-0.885929,0.824273,0.903033,-0.230301,1.46578,
 ,0.5235, ,0.4472, ,0.7252, ,0.717716,
 ,0.723, ,-0.6835, ,-0.1003, ,0.956011,
 ,0, ,0, ,0, ,1,
2977,-0.6725, ,-0.4493, ,-0.5882, ,0.756372,-1.5708,-1.11062,-0.166651,0.152028,0.432232,0.976047,
 ,0.3571, ,0.4991, ,-0.7896, ,-0.02835,
 ,0.6483, ,-0.741, ,-0.1752, ,0.139748,
 ,0, ,0, ,0, ,1,
3141,0.3294, ,0.2375, ,-0.9138, ,0.271386,-1.14419,0.161361,0.148195,0.189681,1.06861,1.74052,
 ,0.0871, ,0.9561, ,0.2799, ,0.217837,
 ,0.9402, ,-0.1718, ,0.2943, ,1.15411,
 ,0, ,0, ,0, ,1,
3253,0.8123, ,-0.0167, ,-0.583, ,0.254429,-0.998877,-0.0741283,0.854309,-0.180701,0.486678,1.04825,
 ,0.3517, ,0.8114, ,0.4668, ,0.37356,
 ,0.4653, ,-0.5842, ,0.665, ,1.31604,
 ,0, ,0, ,0, ,1,
3357,0.6599, ,0.0736, ,-0.7477, ,0.650039,-0.852379,-0.732916,0.594024,0.786113,-0.0468801,1.18637,
 ,0.6299, ,0.4883, ,0.604, ,0.540286,
 ,0.4096, ,-0.8696, ,0.2758, ,0.969654,
 ,0, ,0, ,0, ,1,
3401,0.8419, ,0.4811, ,-0.2446, ,0.399579,-0.752377,-0.590807,0.660899,1.13446,0.22715,1.26008,
 ,0.0775, ,0.3409, ,0.9369, ,0.49093,
 ,0.5341, ,-0.8077, ,0.2497, ,1.17131,
 ,0, ,0, ,0, ,1,
3429,0.9918, ,-0.0008, ,-0.1274, ,0.766611,-1.13246,-1.01593,1.2184,1.03046,0.175112,1.01146,
 ,0.1243, ,0.2273, ,0.9659, ,0.430531,
 ,0.0282, ,-0.9738, ,0.2256, ,1.08112,
 ,0, ,0, ,0, ,1,
3657,0.6526, ,-0.5988, ,-0.4642, ,0.187287,-0.244824,-0.75502,0.840972,1.13446,-0.553491,-0.211666,
 ,0.6, ,0.0343, ,0.7993, ,0.705023,
 ,-0.4627, ,-0.8002, ,0.3816, ,0.999822,
 ,0, ,0, ,0, ,1,
3789,0.2391, ,0.9077, ,-0.3447, ,0.243222,-0.350949,-1.13897,1.22173,1.13446,0.791649,1.54219,
 ,-0.5745, ,0.4185, ,0.7034, ,0.856202,
 ,0.7828, ,0.0299, ,0.6216, ,0.895024,
 ,0, ,0, ,0, ,1,
3857,0.2741, ,0.0174, ,-0.9616, ,0.498618,-0.977231,-0.218478,-0.675817,1.13446,-0.680678,1.39439,
 ,0.9501, ,-0.1596, ,0.2679, ,0.185071,
 ,-0.1488, ,-0.987, ,-0.0603, ,0.813731,
 ,0, ,0, ,0, ,1,
3885,0.0381, ,0.2517, ,-0.9671, ,0.501852,-1.56098,-0.118418,-0.698132,0.741788,-0.680678,1.74533,
 ,0.7228, ,-0.6752, ,-0.1473, ,0.011354,
 ,-0.69, ,-0.6934, ,-0.2077, ,0.654344,
 ,0, ,0, ,0, ,1,
4013,0.4877, ,0.7652, ,-0.4202, ,0.262503,-0.23217,-0.734408,0.606543,1.13446,0.0180511,1.2485,
 ,0.1202, ,0.4179, ,0.9005, ,0.680248,
 ,0.8647, ,-0.4897, ,0.1118, ,0.983557,
 ,0, ,0, ,0, ,1,
4145,0.3837, ,0.2369, ,-0.8926, ,0.05464,-0.78015,0.282177,0.442102,-0.433695,1.05172,1.32496,
 ,-0.2633, ,0.9545, ,0.1401, ,0.181772,
 ,0.8851, ,0.1812, ,0.4286, ,1.18638,
 ,0, ,0, ,0, ,1,
4209,0.5391, ,0.3891, ,-0.747, ,0.070263,-0.163851,-1.5708,-0.698132,-0.597884,-0.461388,-0.991076,
 ,0.2955, ,-0.9179, ,-0.2648, ,-0.057971,
 ,-0.7887, ,-0.078, ,-0.6098, ,0.058339,
 ,0, ,0, ,0, ,1,
4217,0.2426, ,0.2348, ,-0.9413, ,0.101824,-0.115274,0.192471,-0.147117,0.285162,-0.676447,1.28365,
 ,0.731, ,0.5936, ,0.3365, ,0.379027,
 ,0.6377, ,-0.7698, ,-0.0276, ,0.904375,
 ,0, ,0, ,0, ,1,
4277,-0.1723, ,0.0972, ,-0.9802, ,0.516749,-1.5708,0.0467768,-0.297238,0.146408,0.636941,1.73688,
 ,0.7712, ,0.6324, ,-0.0728, ,0.003615,
 ,0.6128, ,-0.7685, ,-0.1839, ,0.919012,
 ,0, ,0, ,0, ,1,
4445,0.595, ,-0.3278, ,-0.7338, ,0.450156,-0.48027,-0.651617,1.18658,0.347098,-0.680678,0.471529,
 ,0.7978, ,0.1304, ,0.5886, ,0.597859,
 ,-0.0972, ,-0.9357, ,0.3391, ,1.19186,
 ,0, ,0, ,0, ,1,
4469,0.5659, ,0.1373, ,-0.8129, ,0.445194,-0.546539,-0.665052,0.67747,0.615544,-0.397731,1.12963,
 ,0.7052, ,0.4303, ,0.5636, ,0.688981,
 ,0.4272, ,-0.8922, ,0.1467, ,1.03304,
 ,0, ,0, ,0, ,1,
4513,0.3896, ,0.1675, ,-0.9056, ,0.426508,-1.10567,-0.152185,0.534418,-0.209414,1.15192,1.29871,
 ,-0.1132, ,0.9846, ,0.1334, ,0.28367,
 ,0.914, ,0.0506, ,0.4026, ,1.15402,
 ,0, ,0, ,0, ,1,
4529,0.0735, ,0.1666, ,-0.9833, ,-0.062119,0.356468,-0.472882,-0.561074,1.13446,-0.595536,1.53136,
 ,0.3261, ,0.9277, ,0.1816, ,0.546772,
 ,0.9425, ,-0.334, ,0.0138, ,0.575804,
 ,0, ,0, ,0, ,1,
4585,0.9862, ,-0.1045, ,-0.1283, ,0.574677,-1.22781,-1.5708,0.0613463,-0.405784,-0.576609,-1.0305,
 ,-0.1651, ,-0.6739, ,-0.7202, ,0.140072,
 ,-0.0112, ,0.7314, ,-0.6818, ,-0.217572,
 ,0, ,0, ,0, ,1,
4861,-0.4143, ,0.073, ,-0.9072, ,0.384856,-1.50226,0.523599,-0.501804,-0.387716,-0.34644,1.55684,
 ,0.8819, ,-0.2141, ,-0.42, ,-0.159262,
 ,-0.2249, ,-0.9741, ,0.0243, ,0.792769,
 ,0, ,0, ,0, ,1,
4933,0.901, ,0.2079, ,-0.3807, ,0.187998,-0.395641,-0.17965,-0.0356296,1.13446,0.0569186,0.77619,
 ,0.1984, ,0.5831, ,0.7878, ,0.458593,
 ,0.3858, ,-0.7854, ,0.4841, ,1.15342,
 ,0, ,0, ,0, ,1,
4941,0.2533, ,0.7177, ,-0.6486, ,0.248152,-0.358883,-0.0498433,-0.0307377,0.925734,0.0849892,1.64343,
 ,0.1667, ,0.6281, ,0.7601, ,0.421874,
 ,0.9529, ,-0.3006, ,0.0395, ,1.04944,
 ,0, ,0, ,0, ,1,
5157,0.6203, ,-0.6447, ,-0.4468, ,0.268466,-0.319262,-0.467118,0.834671,0.895068,-0.612491,-0.264408,
 ,0.6213, ,0.0561, ,0.7816, ,0.465414,
 ,-0.4788, ,-0.7624, ,0.4353, ,1.22265,
 ,0, ,0, ,0, ,1,
5173,0.163, ,0.1531, ,-0.9747, ,0.016511,0.301688,0.373044,-0.420255,0.291178,-0.613435,1.22779,
 ,0.3435, ,0.9173, ,0.2015, ,0.379469,
 ,0.9249, ,-0.3677, ,0.097, ,0.954763,
 ,0, ,0, ,0, ,1,
5385,0.6118, ,0.3158, ,0.7252, ,1.0424,-1.44792,-1.44052,0.503331,0.290322,-0.600218,-1.74533,
 ,0.7544, ,-0.5086, ,-0.415, ,0.018527,
 ,0.2378, ,0.801, ,-0.5494, ,0.020146,
 ,0, ,0, ,0, ,1,
5437,0.3451, ,0.4645, ,-0.8155, ,0.633038,-0.899756,-0.681202,0.0151685,1.10655,-0.421266,1.74533,
 ,0.8391, ,0.2367, ,0.4899, ,0.336725,
 ,0.4206, ,-0.8533, ,-0.3081, ,0.68326,
 ,0, ,0, ,0, ,1,
5569,0.8521, ,0.2505, ,-0.4596, ,0.355462,-0.933249,-1.48129,-0.661059,-0.319223,-0.680678,-1.01892,
 ,-0.0321, ,-0.8514, ,-0.5236, ,-0.081816,
 ,-0.5225, ,0.4609, ,-0.7174, ,-0.059157,
 ,0, ,0, ,0, ,1,
5617,0.5014, ,0.3451, ,-0.7934, ,0.544369,-0.703918,-0.854008,0.489977,1.01236,-0.608911,1.49168,
 ,0.8131, ,0.1255, ,0.5684, ,0.649435,
 ,0.2957, ,-0.9301, ,-0.2177, ,0.767754,
 ,0, ,0, ,0, ,1,
5637,0.084, ,-0.9301, ,-0.3577, ,0.720687,-0.994181,-0.657099,0.748538,1.02057,-0.544666,-0.202541,
 ,0.5189, ,-0.2657, ,0.8125, ,0.366712,
 ,-0.8507, ,-0.2538, ,0.4603, ,1.14336,
 ,0, ,0, ,0, ,1,
5733,0.5781, ,0.7229, ,-0.3783, ,0.489843,-0.618958,-1.26976,1.22173,1.13446,0.100067,1.45315,
 ,0.1677, ,0.3485, ,0.9222, ,0.779853,
 ,0.7985, ,-0.5966, ,0.0802, ,0.801156,
 ,0, ,0, ,0, ,1,
5993,0.9022, ,0.0438, ,-0.4292, ,0.167973,-0.174577,-0.478402,0.116585,0.994913,-0.110216,0.546302,
 ,0.2438, ,0.769, ,0.5909, ,0.722375,
 ,0.3559, ,-0.6378, ,0.6831, ,0.972702,
 ,0, ,0, ,0, ,1,
6065,0.7248, ,0.3412, ,-0.5985, ,0.326099,-0.666653,-0.171222,-0.0930772,1.13446,-0.208917,1.19431,
 ,0.5128, ,0.313, ,0.7994, ,0.351487,
 ,0.4601, ,-0.8864, ,0.0519, ,1.10228,
 ,0, ,0, ,0, ,1,
6229,0.5014, ,-0.5061, ,-0.7017, ,0.520343,-0.627215,-0.551188,0.522038,0.995441,-0.680678,0.297374,
 ,0.7962, ,-0.0475, ,0.6032, ,0.486491,
 ,-0.3386, ,-0.8611, ,0.3792, ,1.06618,
 ,0, ,0, ,0, ,1,
6261,0.7877, ,-0.2843, ,-0.5465, ,0.745499,-0.984587,-0.813069,0.78843,1.13446,-0.479867,0.734442,
 ,0.4981, ,-0.2281, ,0.8366, ,0.351141,
 ,-0.3625, ,-0.9312, ,-0.038, ,1.02713,
 ,0, ,0, ,0, ,1,
6433,0.4509, ,0.4102, ,-0.7927, ,0.372299,-0.518502,-0.281612,0.085611,1.01855,-0.608804,1.25184,
 ,0.7726, ,0.2654, ,0.5768, ,0.361392,
 ,0.447, ,-0.8725, ,-0.1972, ,0.949717,
 ,0, ,0, ,0, ,1,
6725,-0.976, ,0.0841, ,0.201, ,0.694968,-1.5708,-1.51904,0.0827704,-0.129916,0.761392,1.74065,
 ,-0.0862, ,0.6986, ,-0.7103, ,0.048443,
 ,-0.2001, ,-0.7106, ,-0.6746, ,-0.213072,
 ,0, ,0, ,0, ,1,
6785,0.3652, ,-0.0408, ,-0.93, ,0.092687,-0.227289,0.523599,0.112057,-0.610865,0.195424,1.19657,
 ,0.0089, ,0.9991, ,-0.0404, ,0.298464,
 ,0.9309, ,0.0065, ,0.3653, ,1.08516,
 ,0, ,0, ,0, ,1,
6801,0.4846, ,0.2549, ,-0.8368, ,0.072696,-0.40834,0.323438,-0.222578,0.229333,0.397834,1.19139,
 ,-0.0042, ,0.9573, ,0.2892, ,0.365256,
 ,0.8747, ,-0.1367, ,0.465, ,1.02819,
 ,0, ,0, ,0, ,1,
6949,0.2721, ,0.2455, ,-0.9304, ,-0.121076,-0.221627,0.523599,-0.390897,-0.465168,1.13164,0.825294,
 ,-0.7679, ,0.6381, ,-0.0563, ,0.089234,
 ,0.5799, ,0.7298, ,0.3621, ,0.847786,
 ,0, ,0, ,0, ,1,
6977,0.5486, ,0.6496, ,-0.5264, ,0.75489,-0.97699,-1.39839,1.22173,1.13446,-0.262726,1.74034,
 ,0.6008, ,0.1316, ,0.7885, ,0.46724,
 ,0.5814, ,-0.7488, ,-0.3181, ,0.607924,
 ,0, ,0, ,0, ,1,
7001,0.6373, ,-0.4388, ,-0.6335, ,0.309131,-0.227539,-0.891392,0.947956,1.08195,-0.680678,0.0742128,
 ,0.7465, ,0.1473, ,0.6489, ,0.814211,
 ,-0.1914, ,-0.8864, ,0.4215, ,1.08056,
 ,0, ,0, ,0, ,1,
7021,0.8271, ,0.1242, ,-0.5482, ,0.686622,-0.891546,-0.91142,0.83819,1.13446,-0.268535,1.21318,
 ,0.5472, ,0.0448, ,0.8358, ,0.463487,
 ,0.1284, ,-0.9912, ,-0.0309, ,1.03986,
 ,0, ,0, ,0, ,1,
7145,0.96, ,-0.1669, ,-0.2247, ,0.419756,-0.563373,-0.60732,1.02255,0.591383,0.010777,0.404792,
 ,0.2789, ,0.5005, ,0.8196, ,0.541732,
 ,-0.0244, ,-0.8495, ,0.527, ,1.28107,
 ,0, ,0, ,0, ,1,
7173,0.5911, ,0.4032, ,-0.6986, ,0.251315,-0.353773,-0.917035,0.70939,0.741572,0.339281,1.11906,
 ,-0.0226, ,0.874, ,0.4853, ,0.898086,
 ,0.8063, ,-0.2711, ,0.5258, ,0.831335,
 ,0, ,0, ,0, ,1,
7357,0.7109, ,0.5197, ,-0.4738, ,0.19356,-0.22932,-1.51784,-0.535868,-0.607002,-0.680678,-0.757923,
 ,0.3998, ,-0.853, ,-0.3356, ,0.271033,
 ,-0.5785, ,0.0491, ,-0.8142, ,-0.035818,
 ,0, ,0, ,0, ,1,
7613,0.5128, ,-0.2834, ,-0.8104, ,0.603976,-0.891402,-0.435512,0.504943,0.454726,-0.373732,0.947292,
 ,0.857, ,0.2248, ,0.4637, ,0.401104,
 ,0.0508, ,-0.9323, ,0.3581, ,1.06824,
 ,0, ,0, ,0, ,1,
7729,0.3097, ,0.9246, ,-0.2217, ,0.413146,-0.534282,-0.802574,0.958947,1.13446,0.197264,1.74142,
 ,-0.0933, ,0.2616, ,0.9607, ,0.659571,
 ,0.9463, ,-0.2768, ,0.1672, ,1.07989,
 ,0, ,0, ,0, ,1,
7745,0.6398, ,-0.0313, ,-0.7679, ,-0.020252,-0.0427175,-1.47995,-0.698132,-0.589726,0.479205,-0.805773,
 ,-0.524, ,-0.7487, ,-0.4061, ,0.076555,
 ,-0.5622, ,0.6622, ,-0.4954, ,0.078849,
 ,0, ,0, ,0, ,1,
7765,0.6992, ,0.4147, ,-0.5824, ,0.153632,-0.139907,-0.975329,0.635452,1.13446,-0.197443,0.869324,
 ,0.281, ,0.5896, ,0.7572, ,0.828811,
 ,0.6574, ,-0.6931, ,0.2957, ,0.857377,
 ,0, ,0, ,0, ,1,
7773,-0.2329, ,0.3087, ,-0.9222, ,-0.07469,-0.0842507,-0.0347765,-0.698132,1.13446,0.604576,1.74533,
 ,-0.5071, ,0.7706, ,0.3861, ,0.399215,
 ,0.8298, ,0.5576, ,-0.0229, ,0.809716,
 ,0, ,0, ,0, ,1,
7933,0.8114, ,-0.112, ,-0.5737, ,0.045178,0.128438,-0.148117,-0.221369,0.983998,-0.584201,0.356775,
 ,0.4553, ,0.7366, ,0.5001, ,0.539897,
 ,0.3666, ,-0.667, ,0.6487, ,1.00148,
 ,0, ,0, ,0, ,1,
7985,0.5988, ,-0.8008, ,-0.0095, ,0.527029,-0.758164,-0.802123,0.962591,1.10081,-0.0472054,-0.236484,
 ,0.1842, ,0.1262, ,0.9748, ,0.591363,
 ,-0.7794, ,-0.5855, ,0.2231, ,1.17193,
 ,0, ,0, ,0, ,1,
8089,0.2778, ,0.5841, ,-0.7627, ,0.10639,0.0130318,-0.665108,0.217405,1.13446,-0.418282,1.31167,
 ,0.4188, ,0.6409, ,0.6433, ,0.646009,
 ,0.8645, ,-0.4981, ,-0.0666, ,0.831241,
 ,0, ,0, ,0, ,1,
8281,-0.271, ,-0.9258, ,0.2634, ,0.492918,-0.527769,-1.05581,1.22173,1.02798,-0.32546,-1.32579,
 ,0.4439, ,0.1226, ,0.8876, ,0.726197,
 ,-0.8541, ,0.3574, ,0.3777, ,1.03717,
 ,0, ,0, ,0, ,1,
8321,0.3091, ,0.44, ,-0.8431, ,0.223611,-0.757119,0.103822,-0.0113514,0.486316,0.553954,1.62214,
 ,0.116, ,0.8625, ,0.4926, ,0.377069,
 ,0.9439, ,-0.2501, ,0.2156, ,1.12213,
 ,0, ,0, ,0, ,1,
8353,0.6962, ,-0.6688, ,-0.2609, ,0.161237,-1.42986,-1.5708,-0.696684,-0.610865,-0.680678,-0.396405,
 ,-0.7148, ,-0.6796, ,-0.1651, ,-0.045479,
 ,-0.0668, ,0.3014, ,-0.9511, ,0.070186,
 ,0, ,0, ,0, ,1,
8545,0.4943, ,0.2273, ,-0.839, ,-0.06587,0.456114,0.314002,0.34527,-0.362787,-0.603991,0.8972,
 ,0.1668, ,0.9225, ,0.3481, ,0.285836,
 ,0.8531, ,-0.312, ,0.4181, ,1.00563,
 ,0, ,0, ,0, ,1,
8697,0.7805, ,-0.0991, ,-0.6173, ,0.265586,-0.238628,-0.977334,0.844114,0.734795,-0.346209,0.591573,
 ,0.5092, ,0.6736, ,0.5357, ,0.908981,
 ,0.3627, ,-0.7324, ,0.5762, ,0.867949,
 ,0, ,0, ,0, ,1,
8925,0.6147, ,0.2337, ,-0.7534, ,0.205154,-0.189269,-1.44016,1.22173,1.13446,-0.680678,0.880757,
 ,0.7135, ,0.2423, ,0.6574, ,0.93178,
 ,0.3362, ,-0.9416, ,-0.0178, ,0.631525,
 ,0, ,0, ,0, ,1,
8981,0.748, ,-0.3608, ,-0.5571, ,-0.016845,-0.416521,-1.5708,-0.698132,-0.439486,0.313369,-0.518984,
 ,-0.6247, ,-0.6663, ,-0.4072, ,0.043945,
 ,-0.2243, ,0.6526, ,-0.7238, ,-0.153377,
 ,0, ,0, ,0, ,1,
8993,0.1136, ,0.3387, ,-0.934, ,-0.133993,-0.0399594,-0.303059,-0.698132,1.13446,0.929605,1.3964,
 ,-0.777, ,0.6161, ,0.1289, ,0.490797,
 ,0.6191, ,0.7111, ,0.3331, ,0.699719,
 ,0, ,0, ,0, ,1,
9017,0.1629, ,-0.5377, ,-0.8273, ,0.676599,-1.18165,-0.309344,0.790614,0.214316,-0.680038,0.673796,
 ,0.779, ,-0.4444, ,0.4423, ,0.174251,
 ,-0.6055, ,-0.7165, ,0.3464, ,1.29436,
 ,0, ,0, ,0, ,1,
9057,0.8888, ,0.3697, ,-0.2708, ,0.334183,-0.651617,-0.626391,1.0971,0.497029,0.482821,1.00077,
 ,-0.0564, ,0.6746, ,0.736, ,0.597093,
 ,0.4548, ,-0.6389, ,0.6205, ,1.19296,
 ,0, ,0, ,0, ,1,
9217,0.8815, ,0.0867, ,-0.4641, ,0.141018,-0.209935,-0.888814,0.534966,1.13446,-0.188239,0.581731,
 ,0.3395, ,0.5668, ,0.7507, ,0.839786,
 ,0.3281, ,-0.8193, ,0.4702, ,0.776303,
 ,0, ,0, ,0, ,1,
9225,0.1799, ,-0.9836, ,0.0093, ,0.347904,-0.327202,-0.821909,0.73856,1.13446,-0.680678,-0.941201,
 ,0.6697, ,0.1294, ,0.7313, ,0.686164,
 ,-0.7205, ,-0.1253, ,0.682, ,1.07508,
 ,0, ,0, ,0, ,1,
9277,0.3544, ,0.2997, ,-0.8857, ,0.50872,-1.09744,-0.355326,1.04591,-0.208152,0.881513,1.58644,
 ,0.1572, ,0.9146, ,0.3724, ,0.415497,
 ,0.9218, ,-0.2713, ,0.277, ,1.20492,
 ,0, ,0, ,0, ,1,
9373,0.4607, ,0.7423, ,-0.4865, ,0.151583,-0.106234,-0.638368,0.460769,1.04405,0.13848,1.11522,
 ,-0.098, ,0.5873, ,0.8034, ,0.723352,
 ,0.8821, ,-0.3225, ,0.3433, ,0.94008,
 ,0, ,0, ,0, ,1,
9433,-0.3781, ,-0.2194, ,-0.8994, ,0.188536,-0.726049,-0.534572,-0.698132,0.949074,1.15192,1.74533,
 ,-0.4655, ,0.8848, ,-0.0201, ,0.409168,
 ,0.8002, ,0.4111, ,-0.4367, ,0.522201,
 ,0, ,0, ,0, ,1,
9553,-0.1737, ,-0.9844, ,0.0263, ,0.529876,-0.851599,-0.62645,1.10118,0.618187,-0.390409,-0.714702,
 ,0.5347, ,-0.0718, ,0.842, ,0.456737,
 ,-0.827, ,0.1603, ,0.5388, ,1.3251,
 ,0, ,0, ,0, ,1,
9649,0.6577, ,0.0684, ,-0.7502, ,0.670993,-1.23867,-0.462274,0.902326,0.129645,0.363079,1.29702,
 ,0.5336, ,0.6607, ,0.528, ,0.279,
 ,0.5318, ,-0.7475, ,0.3981, ,1.31489,
 ,0, ,0, ,0, ,1,
9653,0.3666, ,-0.8814, ,-0.2978, ,0.595275,-0.714145,-0.827142,0.841064,1.13446,-0.448447,-0.192542,
